id,time_id,Time_Date,Time_Year,Time_Month,Time_Day,site_id,Site_Name,Site_Location,regulation_id,Regulation_Name,Regulation_Authority
953,953,2022-07-27 21:27:05.504745,2022,7,27,13,Tanjung Jati B,Jawa Barat,3,Safety Standard ISO 45001,National Standardization Agency
954,954,2025-01-22 22:54:05.504745,2025,1,22,8,Lahendong,DKI Jakarta,3,Safety Standard ISO 45001,National Standardization Agency
955,955,2024-12-12 03:57:05.504745,2024,12,12,4,Kamojang,Sumatera Utara,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
956,956,2024-09-29 22:38:05.504745,2024,9,29,9,Ulumbu,Sulawesi Selatan,6,Water Quality Standard 2023,Ministry of Environment and Forestry
957,957,2023-02-24 19:38:05.504745,2023,2,24,16,Tambak Lorok,Sulawesi Utara,3,Safety Standard ISO 45001,National Standardization Agency
958,958,2025-04-03 09:31:05.504745,2025,4,3,9,Ulumbu,Sulawesi Selatan,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
959,959,2023-09-14 09:11:05.504745,2023,9,14,11,Paiton,Sumatera Selatan,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
960,960,2024-06-20 09:21:05.504745,2024,6,20,10,Mataloko,Lampung,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
961,961,2023-05-09 13:36:05.504745,2023,5,9,13,Tanjung Jati B,Jawa Barat,6,Water Quality Standard 2023,Ministry of Environment and Forestry
962,962,2024-04-23 15:06:05.504745,2024,4,23,3,Saguling,Jawa Tengah,6,Water Quality Standard 2023,Ministry of Environment and Forestry
963,963,2024-08-19 16:32:05.504745,2024,8,19,5,Darajat,Sulawesi Utara,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
964,964,2023-10-18 01:32:05.504745,2023,10,18,15,Muara Karang,Sumatera Utara,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
965,965,2023-08-16 11:11:05.504745,2023,8,16,23,Sorik Marapi,Jawa Timur,6,Water Quality Standard 2023,Ministry of Environment and Forestry
966,966,2022-10-20 04:13:05.504745,2022,10,20,22,Dieng,Sumatera Selatan,2,Environmental Permit No. 123/2024,Regional Environmental Agency
967,967,2024-02-14 09:55:05.504745,2024,2,14,24,Rantau Dedap,Jawa Barat,3,Safety Standard ISO 45001,National Standardization Agency
968,968,2023-03-12 11:25:05.504745,2023,3,12,18,Jeneponto,Banten,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
969,969,2023-05-15 15:36:05.504745,2023,5,15,13,Tanjung Jati B,Jawa Barat,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
970,970,2023-05-08 23:13:05.504745,2023,5,8,15,Muara Karang,Sumatera Utara,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
971,971,2025-05-02 13:26:05.504745,2025,5,2,15,Muara Karang,Sumatera Utara,2,Environmental Permit No. 123/2024,Regional Environmental Agency
972,972,2023-09-27 18:08:05.504745,2023,9,27,18,Jeneponto,Banten,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
973,973,2024-12-10 22:53:05.504745,2024,12,10,19,Likupang,DKI Jakarta,2,Environmental Permit No. 123/2024,Regional Environmental Agency
974,974,2023-03-16 15:15:05.504745,2023,3,16,3,Saguling,Jawa Tengah,3,Safety Standard ISO 45001,National Standardization Agency
975,975,2024-01-16 05:56:05.504745,2024,1,16,5,Darajat,Sulawesi Utara,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
976,976,2024-06-06 03:52:05.504745,2024,6,6,16,Tambak Lorok,Sulawesi Utara,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
977,977,2023-06-05 18:42:05.504745,2023,6,5,21,Patuha,Lampung,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
978,978,2024-08-15 13:21:05.504745,2024,8,15,2,Cirata,Jawa Barat,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
979,979,2024-07-03 13:07:05.504745,2024,7,3,19,Likupang,DKI Jakarta,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
980,980,2022-10-15 15:18:05.504745,2022,10,15,7,Sibayak,Banten,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
981,981,2023-09-19 22:39:05.504745,2023,9,19,9,Ulumbu,Sulawesi Selatan,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
982,982,2023-06-22 22:41:05.504745,2023,6,22,6,Wayang Windu,NTT,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
983,983,2023-11-06 02:56:05.504745,2023,11,6,4,Kamojang,Sumatera Utara,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
984,984,2024-03-01 03:46:05.504745,2024,3,1,14,Grati,Jawa Tengah,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
985,985,2022-09-01 15:43:05.504745,2022,9,1,21,Patuha,Lampung,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
986,986,2023-03-11 15:08:05.504745,2023,3,11,13,Tanjung Jati B,Jawa Barat,6,Water Quality Standard 2023,Ministry of Environment and Forestry
987,987,2023-09-22 20:48:05.504745,2023,9,22,9,Ulumbu,Sulawesi Selatan,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
988,988,2024-07-01 23:17:05.504745,2024,7,1,6,Wayang Windu,NTT,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
989,989,2023-06-26 13:57:05.504745,2023,6,26,23,Sorik Marapi,Jawa Timur,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
990,990,2025-01-17 15:08:05.504745,2025,1,17,25,Muara Laboh,Jawa Tengah,2,Environmental Permit No. 123/2024,Regional Environmental Agency
991,991,2024-10-03 05:31:05.504745,2024,10,3,25,Muara Laboh,Jawa Tengah,3,Safety Standard ISO 45001,National Standardization Agency
992,992,2025-03-22 23:42:05.504745,2025,3,22,12,Suralaya,Jawa Timur,3,Safety Standard ISO 45001,National Standardization Agency
993,993,2024-10-19 09:37:05.504745,2024,10,19,9,Ulumbu,Sulawesi Selatan,6,Water Quality Standard 2023,Ministry of Environment and Forestry
994,994,2024-12-01 22:42:05.504745,2024,12,1,17,Sidrap,NTT,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
995,995,2022-09-17 13:12:05.504745,2022,9,17,9,Ulumbu,Sulawesi Selatan,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
996,996,2022-08-06 06:22:05.504745,2022,8,6,25,Muara Laboh,Jawa Tengah,6,Water Quality Standard 2023,Ministry of Environment and Forestry
997,997,2024-04-18 13:24:05.504745,2024,4,18,15,Muara Karang,Sumatera Utara,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
998,998,2022-10-03 07:28:05.504745,2022,10,3,22,Dieng,Sumatera Selatan,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
999,999,2025-01-10 08:13:05.504745,2025,1,10,19,Likupang,DKI Jakarta,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
1000,1000,2024-01-20 02:30:05.504745,2024,1,20,8,Lahendong,DKI Jakarta,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
