id,time_id,Time_Date,Time_Year,Time_Month,Time_Day,site_id,Site_Name,Site_Location,equipment_id,Equipment_Name,Equipment_Type,Equipment_Rated_Capacity,Equipment_Operational_Status,energy_type_id,Energy_Type_Name,weather_id,Weather_Condition,Weather_Temperature
737,737,2023-09-21 06:29:44.920375,2023,9,21,2,Cirata,Jawa Barat,94,Pelletizer BioFuel,Boiler,1680.66,Degraded,5,PLTG,3,Cloudy,20.7
738,738,2024-05-11 01:28:44.920375,2024,5,11,21,Patuha,Lampung,2,PLTA Turbine T-Francis,Generator,903.61,Failed,3,PLTA,7,Foggy,16.8
739,739,2024-10-03 20:36:44.920375,2024,10,3,4,Kamojang,Sumatera Utara,92,PLTG Boiler BioBurn R1,Gasifier,311.52,Failed,5,PLTG,4,Overcast,24.6
740,740,2025-01-18 04:14:44.920375,2025,1,18,19,Likupang,DKI Jakarta,92,PLTG Boiler BioBurn R1,Gasifier,733.99,Standby,5,PLTG,7,Foggy,28.6
741,741,2024-05-14 09:48:44.920375,2024,5,14,2,Cirata,Jawa Barat,98,Wellhead Unit AlphaTherm,Steam Turbine,763.62,Maintenance,4,PLTU,8,Hazy,15.8
742,742,2025-04-16 05:44:44.920375,2025,4,16,25,Muara Laboh,Jawa Tengah,65,Binary Cycle Plant GeoFlow,Heat Exchanger,1115.77,Degraded,4,PLTU,3,Cloudy,21.5
743,743,2024-08-21 15:29:44.920375,2024,8,21,13,Tanjung Jati B,Jawa Barat,93,PLTB Turbine G100,Gearbox,1356.94,Standby,2,PLTB,4,Overcast,13.2
744,744,2025-03-21 11:11:44.920375,2025,3,21,7,Sibayak,Banten,56,Blade Set AeroPro,Generator,777.59,Operational,2,PLTB,8,Hazy,12.8
745,745,2024-12-15 11:52:44.920375,2024,12,15,22,Dieng,Sumatera Selatan,62,PLTB Turbine Vestas V120,Gearbox,1182.15,Maintenance,2,PLTB,3,Cloudy,27.7
746,746,2023-08-23 13:26:44.920375,2023,8,23,11,Paiton,Sumatera Selatan,23,Generator PLTAGenX,Spillway Gate,411.07,Failed,3,PLTA,7,Foggy,36.1
747,747,2025-04-15 21:57:44.920375,2025,4,15,21,Patuha,Lampung,32,Pelletizer BioFuel,Turbine,1292.24,Failed,5,PLTG,2,Partly Cloudy,39.4
748,748,2024-12-27 11:04:44.920375,2024,12,27,22,Dieng,Sumatera Selatan,45,PLTG Generator CAT D1000,Fuel System,298.25,Operational,6,PLTG,4,Overcast,38.2
749,749,2024-08-04 12:12:44.920375,2024,8,4,7,Sibayak,Banten,80,Central Inverter SunGrow,Mounting System,1160.75,Failed,1,PLTS,2,Partly Cloudy,14.3
750,750,2024-08-13 16:03:44.920375,2024,8,13,13,Tanjung Jati B,Jawa Barat,8,Gearbox PLTBMaster,Generator,1856.44,Degraded,2,PLTB,3,Cloudy,11.0
751,751,2024-08-30 17:01:44.920375,2024,8,30,18,Jeneponto,Banten,97,Gearbox PLTBMaster,Gearbox,453.27,Standby,2,PLTB,5,Rain Showers,11.0
752,752,2025-03-29 10:53:44.920375,2025,3,29,17,Sidrap,NTT,68,Gearbox PLTBMaster,Gearbox,501.59,Operational,2,PLTB,2,Partly Cloudy,17.7
753,753,2023-10-16 09:11:44.920375,2023,10,16,5,Darajat,Sulawesi Utara,13,PLTS Panel Array Alpha,Photovoltaic Panel,1036.81,Failed,1,PLTS,1,Clear,33.4
754,754,2025-03-13 00:38:44.920375,2025,3,13,22,Dieng,Sumatera Selatan,17,Cooling Tower GeoCool,Heat Exchanger,1241.67,Maintenance,4,PLTU,3,Cloudy,39.8
755,755,2023-06-24 11:11:44.920375,2023,6,24,14,Grati,Jawa Tengah,73,Wellhead Unit AlphaTherm,Steam Turbine,1990.08,Failed,4,PLTU,4,Overcast,28.6
756,756,2025-02-19 08:48:44.920375,2025,2,19,20,Gunung Salak,Sulawesi Selatan,68,Gearbox PLTBMaster,Gearbox,501.39,Failed,2,PLTB,1,Clear,31.8
757,757,2024-12-10 17:50:44.920375,2024,12,10,13,Tanjung Jati B,Jawa Barat,32,Pelletizer BioFuel,Turbine,995.86,Failed,5,PLTG,4,Overcast,36.3
758,758,2024-07-05 17:37:44.920375,2024,7,5,6,Wayang PLTBu,NTT,20,Alternator PLTGGen Pro,Fuel System,1394.41,Standby,6,PLTG,5,Rain Showers,35.2
759,759,2023-11-28 05:16:44.920375,2023,11,28,22,Dieng,Sumatera Selatan,59,Pelton Wheel AquaForce,Turbine,658.47,Degraded,3,PLTA,8,Hazy,31.1
760,760,2024-03-29 03:08:44.920375,2024,3,29,7,Sibayak,Banten,98,Wellhead Unit AlphaTherm,Steam Turbine,1096.26,Failed,4,PLTU,4,Overcast,34.6
761,761,2024-11-15 09:47:44.920375,2024,11,15,4,Kamojang,Sumatera Utara,86,Steam Turbine GeoPower X1,Heat Exchanger,801.11,Maintenance,4,PLTU,2,Partly Cloudy,15.9
762,762,2024-10-25 00:04:44.920375,2024,10,25,1,Karangkates,Jawa Timur,93,PLTB Turbine G100,Gearbox,396.09,Maintenance,2,PLTB,5,Rain Showers,13.9
763,763,2024-09-19 08:53:44.920375,2024,9,19,14,Grati,Jawa Tengah,61,Inverter SolMax 5000,Inverter,1936.87,Operational,1,PLTS,6,Thunderstorm,34.3
764,764,2025-05-09 10:28:44.920375,2025,5,9,4,Kamojang,Sumatera Utara,36,Wellhead Unit AlphaTherm,Wellhead,593.31,Failed,4,PLTU,1,Clear,33.5
765,765,2025-04-19 12:20:44.920375,2025,4,19,19,Likupang,DKI Jakarta,87,Binary Cycle Plant GeoFlow,Condenser,1606.45,Maintenance,4,PLTU,8,Hazy,10.5
766,766,2024-02-08 08:20:44.920375,2024,2,8,2,Cirata,Jawa Barat,5,Pelletizer BioFuel,Gasifier,1284.69,Failed,5,PLTG,8,Hazy,30.9
767,767,2024-12-10 11:08:44.920375,2024,12,10,2,Cirata,Jawa Barat,55,PLTA Turbine T-Francis,Turbine,1902.55,Failed,3,PLTA,6,Thunderstorm,38.8
768,768,2024-11-06 13:41:44.920375,2024,11,6,10,Mataloko,Lampung,85,Pelletizer BioFuel,Boiler,1262.59,Standby,5,PLTG,6,Thunderstorm,38.1
769,769,2024-12-20 02:22:44.920375,2024,12,20,5,Darajat,Sulawesi Utara,83,PLTG Boiler BioBurn R1,Gasifier,1537.21,Degraded,5,PLTG,6,Thunderstorm,30.6
770,770,2023-08-23 18:36:44.920375,2023,8,23,17,Sidrap,NTT,42,Engine Cummins KTA50,Generator Set,720.64,Operational,6,PLTG,5,Rain Showers,28.9
771,771,2024-01-25 20:03:44.920375,2024,1,25,9,Ulumbu,Sulawesi Selatan,47,Fuel Tank PetroStore 50KL,Generator Set,685.15,Degraded,6,PLTG,5,Rain Showers,10.3
772,772,2024-08-27 14:36:44.920375,2024,8,27,17,Sidrap,NTT,92,PLTG Boiler BioBurn R1,Gasifier,1329.75,Operational,5,PLTG,3,Cloudy,17.3
773,773,2024-01-09 20:02:44.920375,2024,1,9,16,Tambak Lorok,Sulawesi Utara,98,Wellhead Unit AlphaTherm,Steam Turbine,1317.56,Maintenance,4,PLTU,2,Partly Cloudy,19.1
774,774,2025-03-25 20:58:44.920375,2025,3,25,18,Jeneponto,Banten,5,Pelletizer BioFuel,Gasifier,1408.08,Degraded,5,PLTG,3,Cloudy,37.1
775,775,2025-05-03 06:59:44.920375,2025,5,3,20,Gunung Salak,Sulawesi Selatan,87,Binary Cycle Plant GeoFlow,Condenser,491.89,Operational,4,PLTU,1,Clear,17.9
776,776,2023-10-03 20:37:44.920375,2023,10,3,3,Saguling,Jawa Tengah,98,Wellhead Unit AlphaTherm,Steam Turbine,1198.08,Failed,4,PLTU,1,Clear,26.1
777,777,2024-09-29 16:14:44.920375,2024,9,29,19,Likupang,DKI Jakarta,96,Steam Turbine BioSteam Z,Turbine,1670.13,Maintenance,5,PLTG,3,Cloudy,33.4
778,778,2023-09-16 02:03:44.920375,2023,9,16,23,Sorik Marapi,Jawa Timur,55,PLTA Turbine T-Francis,Turbine,1138.38,Failed,3,PLTA,4,Overcast,14.0
779,779,2023-11-19 22:29:44.920375,2023,11,19,12,Suralaya,Jawa Timur,58,Steam Turbine GeoPower X1,Wellhead,699.27,Maintenance,4,PLTU,8,Hazy,27.9
780,780,2024-01-24 21:11:44.920375,2024,1,24,19,Likupang,DKI Jakarta,47,Fuel Tank PetroStore 50KL,Generator Set,1581.23,Failed,6,PLTG,1,Clear,32.5
781,781,2024-12-31 21:07:44.920375,2024,12,31,8,Lahendong,DKI Jakarta,34,Steam Turbine GeoPower X1,Wellhead,128.37,Degraded,4,PLTU,6,Thunderstorm,17.5
782,782,2025-03-13 10:27:44.920375,2025,3,13,5,Darajat,Sulawesi Utara,84,PLTS Panel Array Alpha,Tracker,837.54,Standby,1,PLTS,7,Foggy,36.0
783,783,2025-01-10 14:31:44.920375,2025,1,10,13,Tanjung Jati B,Jawa Barat,81,PLTG Generator CAT D1000,Engine,1207.95,Maintenance,6,PLTG,3,Cloudy,16.2
784,784,2024-02-03 05:49:44.920375,2024,2,3,8,Lahendong,DKI Jakarta,84,PLTS Panel Array Alpha,Tracker,384.8,Standby,1,PLTS,6,Thunderstorm,34.0
785,785,2023-07-30 11:44:44.920375,2023,7,30,13,Tanjung Jati B,Jawa Barat,15,Fuel Tank PetroStore 50KL,Fuel System,178.24,Degraded,6,PLTG,8,Hazy,15.0
786,786,2023-11-04 01:13:44.920375,2023,11,4,25,Muara Laboh,Jawa Tengah,66,Wellhead Unit AlphaTherm,Wellhead,753.54,Operational,4,PLTU,2,Partly Cloudy,37.9
787,787,2025-05-10 17:17:44.920375,2025,5,10,2,Cirata,Jawa Barat,85,Pelletizer BioFuel,Boiler,1855.78,Degraded,5,PLTG,4,Overcast,37.7
788,788,2024-01-07 13:30:44.920375,2024,1,7,6,Wayang PLTBu,NTT,76,Cooling Tower GeoCool,Heat Exchanger,223.61,Operational,4,PLTU,8,Hazy,24.5
789,789,2023-08-05 21:15:44.920375,2023,8,5,10,Mataloko,Lampung,35,Pelletizer BioFuel,Gasifier,148.24,Standby,5,PLTG,6,Thunderstorm,18.6
790,790,2025-05-26 11:02:44.920375,2025,5,26,17,Sidrap,NTT,39,PLTS Panel B-Series X,Mounting System,1689.53,Standby,1,PLTS,1,Clear,39.2
791,791,2024-10-17 00:40:44.920375,2024,10,17,12,Suralaya,Jawa Timur,72,Cooling Tower GeoCool,Heat Exchanger,1983.63,Operational,4,PLTU,8,Hazy,34.7
792,792,2024-05-31 22:14:44.920375,2024,5,31,25,Muara Laboh,Jawa Tengah,13,PLTS Panel Array Alpha,Photovoltaic Panel,876.06,Maintenance,1,PLTS,7,Foggy,16.4
793,793,2024-03-20 13:45:44.920375,2024,3,20,17,Sidrap,NTT,10,PLTB Turbine Vestas V120,Turbine,230.43,Standby,2,PLTB,8,Hazy,14.0
794,794,2024-11-16 01:01:44.920375,2024,11,16,3,Saguling,Jawa Tengah,35,Pelletizer BioFuel,Gasifier,1562.14,Operational,5,PLTG,6,Thunderstorm,25.0
795,795,2024-03-18 03:56:44.920375,2024,3,18,15,Muara Karang,Sumatera Utara,32,Pelletizer BioFuel,Turbine,343.72,Maintenance,5,PLTG,1,Clear,14.1
796,796,2025-01-26 20:17:44.920375,2025,1,26,7,Sibayak,Banten,8,Gearbox PLTBMaster,Generator,986.8,Maintenance,2,PLTB,2,Partly Cloudy,15.4
797,797,2024-10-23 23:57:44.920375,2024,10,23,14,Grati,Jawa Tengah,30,PLTG Generator CAT D1000,Generator Set,1206.03,Degraded,6,PLTG,7,Foggy,36.3
798,798,2024-01-29 11:09:44.920375,2024,1,29,15,Muara Karang,Sumatera Utara,36,Wellhead Unit AlphaTherm,Wellhead,102.48,Operational,4,PLTU,6,Thunderstorm,36.1
799,799,2024-05-22 04:52:44.920375,2024,5,22,5,Darajat,Sulawesi Utara,62,PLTB Turbine Vestas V120,Gearbox,717.71,Failed,2,PLTB,6,Thunderstorm,35.9
800,800,2024-10-07 08:50:44.920375,2024,10,7,19,Likupang,DKI Jakarta,62,PLTB Turbine Vestas V120,Gearbox,879.67,Standby,2,PLTB,7,Foggy,36.1
801,801,2023-11-29 22:35:44.920375,2023,11,29,19,Likupang,DKI Jakarta,43,Binary Cycle Plant GeoFlow,Wellhead,1390.19,Operational,4,PLTU,1,Clear,22.8
802,802,2025-04-13 20:59:44.920375,2025,4,13,23,Sorik Marapi,Jawa Timur,47,Fuel Tank PetroStore 50KL,Generator Set,811.26,Failed,6,PLTG,8,Hazy,36.8
803,803,2024-12-16 16:05:44.920375,2024,12,16,20,Gunung Salak,Sulawesi Selatan,37,PLTB Turbine G100,Turbine,1092.84,Maintenance,2,PLTB,2,Partly Cloudy,25.4
804,804,2024-01-11 20:06:44.920375,2024,1,11,15,Muara Karang,Sumatera Utara,43,Binary Cycle Plant GeoFlow,Wellhead,701.65,Operational,4,PLTU,2,Partly Cloudy,29.3
805,805,2024-02-10 03:13:44.920375,2024,2,10,4,Kamojang,Sumatera Utara,15,Fuel Tank PetroStore 50KL,Fuel System,230.31,Operational,6,PLTG,4,Overcast,27.3
806,806,2024-07-26 21:59:44.920375,2024,7,26,6,Wayang PLTBu,NTT,58,Steam Turbine GeoPower X1,Wellhead,682.07,Failed,4,PLTU,6,Thunderstorm,33.1
807,807,2023-07-10 04:36:44.920375,2023,7,10,8,Lahendong,DKI Jakarta,91,Engine Cummins KTA50,Fuel System,908.8,Operational,6,PLTG,5,Rain Showers,22.9
808,808,2023-11-22 11:03:44.920375,2023,11,22,15,Muara Karang,Sumatera Utara,71,PLTG Boiler BioBurn R1,Feeder System,796.79,Operational,5,PLTG,8,Hazy,35.9
809,809,2023-08-15 13:56:44.920375,2023,8,15,23,Sorik Marapi,Jawa Timur,25,Kaplan Turbine FlowMax,Penstock,1529.24,Maintenance,3,PLTA,1,Clear,29.3
810,810,2024-04-29 21:04:44.920375,2024,4,29,8,Lahendong,DKI Jakarta,72,Cooling Tower GeoCool,Heat Exchanger,1490.21,Standby,4,PLTU,1,Clear,16.0
811,811,2024-12-24 11:33:44.920375,2024,12,24,20,Gunung Salak,Sulawesi Selatan,74,Steam Turbine BioSteam Z,Gasifier,1993.55,Operational,5,PLTG,5,Rain Showers,13.2
812,812,2024-08-26 19:56:44.920375,2024,8,26,12,Suralaya,Jawa Timur,51,PLTA Turbine T-Francis,Turbine,1632.47,Failed,3,PLTA,3,Cloudy,38.9
813,813,2024-12-17 15:43:44.920375,2024,12,17,5,Darajat,Sulawesi Utara,37,PLTB Turbine G100,Turbine,1541.02,Standby,2,PLTB,7,Foggy,10.6
814,814,2025-02-20 13:43:44.920375,2025,2,20,7,Sibayak,Banten,96,Steam Turbine BioSteam Z,Turbine,1990.41,Degraded,5,PLTG,8,Hazy,23.9
815,815,2025-02-10 08:29:44.920375,2025,2,10,1,Karangkates,Jawa Timur,49,Kaplan Turbine FlowMax,Generator,503.77,Maintenance,3,PLTA,8,Hazy,15.1
816,816,2024-07-24 04:01:44.920375,2024,7,24,13,Tanjung Jati B,Jawa Barat,1,Blade Set AeroPro,Nacelle,555.09,Standby,2,PLTB,5,Rain Showers,17.6
817,817,2024-07-24 11:42:44.920375,2024,7,24,15,Muara Karang,Sumatera Utara,62,PLTB Turbine Vestas V120,Gearbox,1278.5,Degraded,2,PLTB,1,Clear,20.4
818,818,2023-09-02 20:44:44.920375,2023,9,2,20,Gunung Salak,Sulawesi Selatan,89,Cooling Tower GeoCool,Steam Turbine,1368.56,Failed,4,PLTU,2,Partly Cloudy,10.4
819,819,2023-10-19 07:41:44.920375,2023,10,19,14,Grati,Jawa Tengah,93,PLTB Turbine G100,Gearbox,1006.32,Operational,2,PLTB,8,Hazy,24.0
820,820,2025-03-07 12:19:44.920375,2025,3,7,15,Muara Karang,Sumatera Utara,66,Wellhead Unit AlphaTherm,Wellhead,135.72,Failed,4,PLTU,2,Partly Cloudy,15.2
821,821,2024-11-06 18:25:44.920375,2024,11,6,17,Sidrap,NTT,15,Fuel Tank PetroStore 50KL,Fuel System,1371.33,Degraded,6,PLTG,6,Thunderstorm,38.9
822,822,2024-11-04 02:27:44.920375,2024,11,4,3,Saguling,Jawa Tengah,28,PLTB Turbine Vestas V120,Generator,701.52,Operational,2,PLTB,7,Foggy,37.4
823,823,2024-01-23 09:15:44.920375,2024,1,23,9,Ulumbu,Sulawesi Selatan,66,Wellhead Unit AlphaTherm,Wellhead,444.64,Degraded,4,PLTU,6,Thunderstorm,21.5
824,824,2023-07-05 03:16:44.920375,2023,7,5,1,Karangkates,Jawa Timur,69,Central Inverter SunGrow,Tracker,1400.32,Operational,1,PLTS,7,Foggy,23.9
825,825,2025-01-04 21:29:44.920375,2025,1,4,6,Wayang PLTBu,NTT,45,PLTG Generator CAT D1000,Fuel System,1240.15,Standby,6,PLTG,3,Cloudy,25.6
826,826,2024-01-16 11:58:44.920375,2024,1,16,3,Saguling,Jawa Tengah,23,Generator PLTAGenX,Spillway Gate,716.78,Standby,3,PLTA,6,Thunderstorm,30.8
827,827,2025-03-15 10:49:44.920375,2025,3,15,20,Gunung Salak,Sulawesi Selatan,53,Steam Turbine GeoPower X1,Steam Turbine,979.88,Failed,4,PLTU,3,Cloudy,18.5
828,828,2023-09-04 23:28:44.920375,2023,9,4,13,Tanjung Jati B,Jawa Barat,14,Central Inverter SunGrow,Photovoltaic Panel,109.04,Operational,1,PLTS,7,Foggy,16.9
829,829,2025-04-05 23:50:44.920375,2025,4,5,20,Gunung Salak,Sulawesi Selatan,1,Blade Set AeroPro,Nacelle,998.52,Maintenance,2,PLTB,1,Clear,26.7
830,830,2023-10-03 17:27:44.920375,2023,10,3,23,Sorik Marapi,Jawa Timur,71,PLTG Boiler BioBurn R1,Feeder System,1911.44,Maintenance,5,PLTG,3,Cloudy,38.6
831,831,2024-05-30 02:31:44.920375,2024,5,30,11,Paiton,Sumatera Selatan,45,PLTG Generator CAT D1000,Fuel System,1822.68,Maintenance,6,PLTG,5,Rain Showers,22.7
832,832,2024-05-06 21:03:44.920375,2024,5,6,10,Mataloko,Lampung,57,Gearbox PLTBMaster,Turbine,1382.39,Failed,2,PLTB,7,Foggy,11.3
833,833,2024-07-02 11:42:44.920375,2024,7,2,19,Likupang,DKI Jakarta,71,PLTG Boiler BioBurn R1,Feeder System,1905.6,Standby,5,PLTG,1,Clear,30.4
834,834,2024-06-06 10:03:44.920375,2024,6,6,1,Karangkates,Jawa Timur,36,Wellhead Unit AlphaTherm,Wellhead,1925.35,Maintenance,4,PLTU,6,Thunderstorm,36.5
835,835,2024-02-26 20:40:44.920375,2024,2,26,11,Paiton,Sumatera Selatan,45,PLTG Generator CAT D1000,Fuel System,1998.29,Standby,6,PLTG,5,Rain Showers,13.9
836,836,2024-08-09 01:02:44.920375,2024,8,9,22,Dieng,Sumatera Selatan,100,Gearbox PLTBMaster,Generator,440.05,Failed,2,PLTB,5,Rain Showers,37.2
837,837,2024-06-14 08:28:44.920375,2024,6,14,1,Karangkates,Jawa Timur,90,Generator PLTAGenX,Turbine,1072.67,Standby,3,PLTA,1,Clear,28.7
838,838,2023-07-17 22:27:44.920375,2023,7,17,6,Wayang PLTBu,NTT,53,Steam Turbine GeoPower X1,Steam Turbine,962.35,Degraded,4,PLTU,2,Partly Cloudy,16.6
839,839,2024-02-16 13:33:44.920375,2024,2,16,19,Likupang,DKI Jakarta,41,Kaplan Turbine FlowMax,Generator,1106.24,Degraded,3,PLTA,5,Rain Showers,16.5
840,840,2025-03-06 11:17:44.920375,2025,3,6,17,Sidrap,NTT,91,Engine Cummins KTA50,Fuel System,1876.54,Degraded,6,PLTG,6,Thunderstorm,18.5
841,841,2023-09-16 04:17:44.920375,2023,9,16,9,Ulumbu,Sulawesi Selatan,1,Blade Set AeroPro,Nacelle,1816.31,Degraded,2,PLTB,4,Overcast,37.6
842,842,2023-10-03 09:10:44.920375,2023,10,3,1,Karangkates,Jawa Timur,34,Steam Turbine GeoPower X1,Wellhead,125.34,Maintenance,4,PLTU,8,Hazy,31.1
843,843,2025-03-10 03:31:44.920375,2025,3,10,9,Ulumbu,Sulawesi Selatan,78,Gasifier WoodChip X200,Turbine,188.76,Standby,5,PLTG,4,Overcast,32.4
844,844,2024-09-06 02:28:44.920375,2024,9,6,18,Jeneponto,Banten,7,PLTS Panel Array Alpha,Mounting System,1297.17,Failed,1,PLTS,2,Partly Cloudy,37.8
845,845,2024-10-21 17:50:44.920375,2024,10,21,6,Wayang PLTBu,NTT,76,Cooling Tower GeoCool,Heat Exchanger,1267.8,Standby,4,PLTU,7,Foggy,35.2
846,846,2024-05-12 04:46:44.920375,2024,5,12,22,Dieng,Sumatera Selatan,78,Gasifier WoodChip X200,Turbine,1777.74,Degraded,5,PLTG,4,Overcast,38.5
847,847,2025-05-04 23:40:44.920375,2025,5,4,11,Paiton,Sumatera Selatan,67,Steam Turbine GeoPower X1,Wellhead,1828.68,Standby,4,PLTU,3,Cloudy,19.7
848,848,2023-12-24 13:54:44.920375,2023,12,24,6,Wayang PLTBu,NTT,34,Steam Turbine GeoPower X1,Wellhead,1448.71,Maintenance,4,PLTU,7,Foggy,26.9
849,849,2023-12-04 04:20:44.920375,2023,12,4,1,Karangkates,Jawa Timur,45,PLTG Generator CAT D1000,Fuel System,972.9,Operational,6,PLTG,5,Rain Showers,22.1
850,850,2024-07-13 13:02:44.920375,2024,7,13,3,Saguling,Jawa Tengah,43,Binary Cycle Plant GeoFlow,Wellhead,1999.3,Operational,4,PLTU,1,Clear,25.4
851,851,2024-02-14 04:35:44.920375,2024,2,14,14,Grati,Jawa Tengah,87,Binary Cycle Plant GeoFlow,Condenser,1834.24,Maintenance,4,PLTU,8,Hazy,18.3
852,852,2023-09-09 08:46:44.920375,2023,9,9,5,Darajat,Sulawesi Utara,52,PLTG Boiler BioBurn R1,Gasifier,453.1,Degraded,5,PLTG,4,Overcast,24.9
853,853,2025-03-24 11:32:44.920375,2025,3,24,7,Sibayak,Banten,69,Central Inverter SunGrow,Tracker,574.76,Failed,1,PLTS,7,Foggy,23.8
854,854,2024-09-10 09:09:44.920375,2024,9,10,13,Tanjung Jati B,Jawa Barat,47,Fuel Tank PetroStore 50KL,Generator Set,1696.42,Degraded,6,PLTG,1,Clear,18.1
855,855,2024-11-05 13:43:44.920375,2024,11,5,6,Wayang PLTBu,NTT,64,Kaplan Turbine FlowMax,Turbine,1194.08,Maintenance,3,PLTA,1,Clear,17.5
856,856,2023-12-22 18:33:44.920375,2023,12,22,15,Muara Karang,Sumatera Utara,92,PLTG Boiler BioBurn R1,Gasifier,373.03,Failed,5,PLTG,5,Rain Showers,10.5
857,857,2024-09-26 14:55:44.920375,2024,9,26,7,Sibayak,Banten,37,PLTB Turbine G100,Turbine,1281.58,Operational,2,PLTB,5,Rain Showers,31.9
858,858,2023-06-24 09:08:44.920375,2023,6,24,3,Saguling,Jawa Tengah,31,Wellhead Unit AlphaTherm,Condenser,1064.02,Degraded,4,PLTU,7,Foggy,31.5
859,859,2024-10-26 14:47:44.920375,2024,10,26,5,Darajat,Sulawesi Utara,21,PLTS Panel B-Series X,Inverter,1995.44,Operational,1,PLTS,8,Hazy,28.6
860,860,2023-08-10 02:07:44.920375,2023,8,10,1,Karangkates,Jawa Timur,59,Pelton Wheel AquaForce,Turbine,479.78,Maintenance,3,PLTA,7,Foggy,12.0
861,861,2023-09-26 23:20:44.920375,2023,9,26,25,Muara Laboh,Jawa Tengah,59,Pelton Wheel AquaForce,Turbine,1888.7,Degraded,3,PLTA,2,Partly Cloudy,11.3
862,862,2024-06-16 00:42:44.920375,2024,6,16,15,Muara Karang,Sumatera Utara,67,Steam Turbine GeoPower X1,Wellhead,1389.43,Degraded,4,PLTU,4,Overcast,11.4
863,863,2024-12-15 05:29:44.920375,2024,12,15,5,Darajat,Sulawesi Utara,35,Pelletizer BioFuel,Gasifier,448.71,Failed,5,PLTG,1,Clear,27.6
864,864,2024-03-29 08:26:44.920375,2024,3,29,23,Sorik Marapi,Jawa Timur,52,PLTG Boiler BioBurn R1,Gasifier,1085.61,Maintenance,5,PLTG,6,Thunderstorm,17.2
865,865,2024-12-15 13:36:44.920375,2024,12,15,21,Patuha,Lampung,57,Gearbox PLTBMaster,Turbine,926.02,Maintenance,2,PLTB,8,Hazy,20.8
866,866,2023-06-23 22:36:44.920375,2023,6,23,22,Dieng,Sumatera Selatan,64,Kaplan Turbine FlowMax,Turbine,672.91,Operational,3,PLTA,3,Cloudy,36.9
867,867,2023-07-19 10:09:44.920375,2023,7,19,13,Tanjung Jati B,Jawa Barat,51,PLTA Turbine T-Francis,Turbine,129.98,Operational,3,PLTA,4,Overcast,18.9
868,868,2025-02-04 16:56:44.920375,2025,2,4,11,Paiton,Sumatera Selatan,82,Wellhead Unit AlphaTherm,Condenser,1531.84,Maintenance,4,PLTU,6,Thunderstorm,36.1
869,869,2023-11-30 18:39:44.920375,2023,11,30,25,Muara Laboh,Jawa Tengah,48,PLTA Turbine T-Francis,Spillway Gate,1443.8,Degraded,3,PLTA,5,Rain Showers,37.7
870,870,2024-03-18 20:16:44.920375,2024,3,18,24,Rantau Dedap,Jawa Barat,16,Steam Turbine GeoPower X1,Condenser,644.55,Operational,4,PLTU,6,Thunderstorm,17.1
871,871,2023-09-19 07:59:44.920375,2023,9,19,14,Grati,Jawa Tengah,34,Steam Turbine GeoPower X1,Wellhead,1100.25,Failed,4,PLTU,1,Clear,17.9
872,872,2024-02-18 21:18:44.920375,2024,2,18,4,Kamojang,Sumatera Utara,27,PLTS Panel Array Alpha,Mounting System,691.22,Maintenance,1,PLTS,6,Thunderstorm,15.8
873,873,2024-07-30 11:21:44.920375,2024,7,30,2,Cirata,Jawa Barat,59,Pelton Wheel AquaForce,Turbine,486.49,Standby,3,PLTA,4,Overcast,10.6
874,874,2023-10-27 04:53:44.920375,2023,10,27,24,Rantau Dedap,Jawa Barat,52,PLTG Boiler BioBurn R1,Gasifier,1452.2,Standby,5,PLTG,3,Cloudy,30.6
875,875,2024-10-11 13:54:44.920375,2024,10,11,10,Mataloko,Lampung,34,Steam Turbine GeoPower X1,Wellhead,331.85,Maintenance,4,PLTU,6,Thunderstorm,28.8
876,876,2023-10-10 19:34:44.920375,2023,10,10,17,Sidrap,NTT,22,PLTB Turbine Vestas V120,Gearbox,1370.08,Failed,2,PLTB,5,Rain Showers,18.9
877,877,2024-10-23 19:36:44.920375,2024,10,23,5,Darajat,Sulawesi Utara,18,Gearbox PLTBMaster,Turbine,1011.8,Standby,2,PLTB,1,Clear,36.7
878,878,2024-04-14 11:38:44.920375,2024,4,14,25,Muara Laboh,Jawa Tengah,3,Pelletizer BioFuel,Turbine,1578.79,Operational,5,PLTG,5,Rain Showers,21.4
879,879,2023-06-27 04:38:44.920375,2023,6,27,12,Suralaya,Jawa Timur,15,Fuel Tank PetroStore 50KL,Fuel System,962.41,Failed,6,PLTG,8,Hazy,17.2
880,880,2025-04-21 17:22:44.920375,2025,4,21,23,Sorik Marapi,Jawa Timur,50,Pelletizer BioFuel,Gasifier,1008.07,Standby,5,PLTG,8,Hazy,22.5
881,881,2024-12-02 08:52:44.920375,2024,12,2,18,Jeneponto,Banten,70,Steam Turbine GeoPower X1,Condenser,677.44,Maintenance,4,PLTU,4,Overcast,19.8
882,882,2024-01-09 00:22:44.920375,2024,1,9,17,Sidrap,NTT,45,PLTG Generator CAT D1000,Fuel System,1438.1,Standby,6,PLTG,1,Clear,22.7
883,883,2024-03-07 17:23:44.920375,2024,3,7,16,Tambak Lorok,Sulawesi Utara,73,Wellhead Unit AlphaTherm,Steam Turbine,1054.96,Operational,4,PLTU,7,Foggy,27.9
